Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020-21,19.0,DET,NBA,C,68,1455,16.4,0.597,0.154,0.225,12.0,22.7,17.3,6.3,1.3,5.2,13.0,15.5,1.9,2.1,4.0,0.132,-1.6,0.4,-1.2,0.3
2021-22,20.0,DET,NBA,C,18,433,13.0,0.533,0.089,0.125,8.9,25.1,16.3,7.2,0.8,4.5,14.5,13.7,0.2,0.4,0.7,0.072,-3.5,-0.6,-4.1,-0.2
Career,,,NBA,,86,1888,15.6,0.584,0.14,0.203,11.3,23.3,17.1,6.5,1.2,5.0,13.3,15.1,2.1,2.5,4.6,0.118,-2.0,0.1,-1.9,0.1
