,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,4,UNLV
1,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,10,Duke
2,1,Chris Bosh,PF,6-11,235,"March 24, 1984",United States,8,Georgia Tech
3,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,3,Kansas
4,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,R,Cleveland State University
5,34,Eddy Curry,C,7-0,295,"December 5, 1982",United States,9,
6,32,Mickell Gladness,PF,6-11,220,"July 26, 1986",United States,R,Alabama A&M University
7,14,Terrel Harris,SG,6-5,190,"August 10, 1987",United States,R,Oklahoma State
8,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,8,Florida
9,5,Juwan Howard,PF,6-9,240,"February 7, 1973",United States,17,Michigan
10,6,LeBron James,SF,6-9,250,"December 30, 1984",United States,8,
11,22,James Jones,SG,6-8,218,"October 4, 1980",United States,8,Miami (FL)
12,13,Mike Miller,SG,6-8,218,"February 19, 1980",United States,11,Florida
13,45,Dexter Pittman,C,6-11,308,"March 2, 1988",United States,1,Texas
14,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,6,Gonzaga
15,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,8,Marquette
