,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Alex Abrines,SG,6-6,200,"August 1, 1993",Spain,R,
1,12,Steven Adams,C,6-11,265,"July 20, 1993",New Zealand,3,Pitt
2,6,Semaj Christon,PG,6-3,190,"November 1, 1992",United States,R,Xavier
3,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,5,Cleveland State University
4,4,Nick Collison,PF,6-10,255,"October 26, 1980",United States,12,Kansas
5,22,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,7,USC
6,9,Jerami Grant,PF,6-8,210,"March 12, 1994",United States,2,Syracuse
7,34,Josh Huestis,PF,6-7,230,"December 19, 1991",United States,1,Stanford
8,7,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,8,
9,11,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,5,
10,77,Joffrey Lauvergne,PF,6-11,220,"September 30, 1991",France,2,
11,25,Doug McDermott,SF,6-7,225,"January 3, 1992",United States,2,Creighton
12,2,Anthony Morrow,SG,6-5,210,"September 27, 1985",United States,8,Georgia Tech
13,5,Victor Oladipo,SG,6-4,213,"May 4, 1992",United States,3,Indiana
14,22,Cameron Payne,PG,6-1,183,"August 8, 1994",United States,1,Murray State
15,21,Andre Roberson,SF,6-7,210,"December 4, 1991",United States,3,Colorado
16,3,Domantas Sabonis,PF,6-11,240,"May 3, 1996",United States,R,Gonzaga
17,15,Kyle Singler,SF,6-8,228,"May 4, 1988",United States,4,Duke
18,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,8,UCLA
