Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,22.0,NYK,NBA,PF,62,0,11.0,1.7,3.4,0.498,0.4,1.4,0.306,1.3,2.0,0.629,0.56,0.3,0.4,0.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1
2021-22,23.0,NYK,NBA,PF,16,0,15.1,2.9,5.3,0.553,0.3,1.5,0.167,2.7,3.8,0.705,0.576,1.6,2.2,0.714,0.9,2.5,3.4,1.1,0.3,0.8,0.9,1.6,7.7
Career,,,NBA,,78,0,11.8,1.9,3.8,0.514,0.4,1.4,0.275,1.6,2.4,0.654,0.565,0.6,0.8,0.721,0.5,1.9,2.5,0.6,0.3,0.3,0.5,1.0,4.8
