,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Rafer Alston,PG,6-2,171,"July 24, 1976",United States,10,Fresno State
1,7,Tony Battie,C,6-11,230,"February 11, 1976",United States,11,Texas Tech
2,2,Josh Boone,PF,6-10,237,"November 21, 1984",United States,3,UConn
3,55,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,9,Missouri
4,17,Chris Douglas-Roberts,SF,6-7,200,"January 8, 1987",United States,1,Memphis
5,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,5,Wisconsin
6,44,Trenton Hassell,SF,6-5,200,"March 4, 1979",United States,8,Austin Peay State University
7,22,Jarvis Hayes,SF,6-7,220,"August 9, 1981",United States,6,"Western Carolina University, Georgia"
8,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,5,Minnesota
9,9,Yi Jianlian,PF,7-0,240,"October 27, 1987",China,2,
10,6,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,1,Western Kentucky
11,11,Brook Lopez,C,7-0,282,"April 1, 1988",United States,1,Stanford
12,14,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,9,Oklahoma
13,1,Chris Quinn,PG,6-2,185,"September 27, 1983",United States,3,Notre Dame
14,21,Bobby Simmons,PF,6-7,210,"June 2, 1980",United States,7,DePaul
15,51,Sean Williams,PF,6-10,235,"September 13, 1986",United States,2,Boston College
16,8,Terrence Williams,SF,6-6,220,"June 28, 1987",United States,R,Louisville
