,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Giannis Antetokounmpo,PF,6-11,242,"December 6, 1994",Greece,5,
1,6,Eric Bledsoe,PG,6-1,214,"December 9, 1989",United States,8,Kentucky
2,13,Malcolm Brogdon,SG,6-5,229,"December 11, 1992",United States,2,Virginia
3,23,Sterling Brown,SG,6-5,219,"February 10, 1995",United States,1,SMU
4,7,Isaiah Canaan,PG,6-0,201,"May 21, 1991",United States,5,Murray State
5,50,Bonzie Colson,SF,6-6,224,"January 12, 1996",United States,R,Notre Dame
6,24,Pat Connaughton,SG,6-5,209,"January 6, 1993",United States,3,Notre Dame
7,8,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",Australia,5,Saint Mary's
8,9,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",United States,R,Villanova
9,0,Trevon Duval,PG,6-2,189,"August 3, 1998",United States,R,Duke
10,12,Tim Frazier,PG,6-0,170,"November 1, 1990",United States,4,Penn State
11,17,Pau Gasol,C,7-0,250,"July 6, 1980",Spain,17,
12,31,John Henson,C,6-9,219,"December 28, 1990",United States,6,UNC
13,3,George Hill,PG,6-4,188,"May 4, 1986",United States,10,IUPUI
14,77,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,10,
15,11,Brook Lopez,C,7-0,282,"April 1, 1988",United States,10,Stanford
16,7,Thon Maker,C,7-0,221,"February 25, 1997",South Sudan,2,
17,22,Khris Middleton,SF,6-7,222,"August 12, 1991",United States,6,Texas A&M
18,41,Nikola Mirotic,PF,6-10,250,"February 11, 1991",Montenegro,4,
19,30,Jaylen Morris,SG,6-5,185,"September 19, 1995",United States,1,Molloy
20,20,Jason Smith,PF,7-0,240,"March 2, 1986",United States,10,Colorado State
21,21,Tony Snell,SF,6-6,213,"November 10, 1991",United States,5,New Mexico
22,5,DJ Wilson,PF,6-10,231,"February 19, 1996",United States,1,Michigan
23,35,Christian Wood,PF,6-10,214,"September 27, 1995",United States,2,UNLV
