,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Brandon Armstrong,SG,6-5,188,"June 16, 1980",United States,1,Pepperdine
1,11,Chris Childs,PG,6-3,195,"November 20, 1967",United States,8,Boise State
2,35,Jason Collins,C,7-0,255,"December 2, 1978",United States,1,Stanford
3,12,Lucious Harris,SG,6-5,190,"December 18, 1970",United States,9,Cal State Long Beach
4,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,1,Arizona
5,2,Anthony Johnson,PG,6-3,190,"October 2, 1974",United States,5,College of Charleston
6,5,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,8,California
7,30,Kerry Kittles,SG,6-5,179,"June 12, 1974",United States,5,Villanova
8,13,Donny Marshall,SF,6-7,230,"July 17, 1972",United States,4,UConn
9,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,2,Cincinnati
10,55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",Congo - Kinshasa,11,Georgetown
11,54,Rodney Rogers,PF,6-7,235,"June 20, 1971",United States,9,Wake Forest
12,21,Brian Scalabrine,PF,6-9,241,"March 18, 1978",United States,1,USC
13,8,Tamar Slay,SG,6-8,215,"April 2, 1980",United States,R,Marshall
14,34,Aaron Williams,C,6-9,220,"October 2, 1971",United States,8,Xavier
