Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,22.0,CHI,NBA,SG,77.0,12.0,16.0,1.7,4.4,0.384,0.7,2.3,0.32,0.9,2.1,0.456,0.469,0.4,0.5,0.756,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5
2014-15,23.0,CHI,NBA,SF,72.0,22.0,19.6,2.2,5.2,0.429,1.0,2.7,0.371,1.2,2.4,0.494,0.527,0.6,0.8,0.8,0.4,2.0,2.4,0.9,0.4,0.2,0.7,1.2,6.0
2015-16,24.0,CHI,NBA,SF,64.0,33.0,20.3,2.0,5.3,0.372,0.9,2.4,0.361,1.1,2.9,0.38,0.454,0.5,0.5,0.909,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3
2016-17,25.0,MIL,NBA,SG,80.0,80.0,29.2,3.1,6.8,0.455,1.8,4.4,0.406,1.3,2.3,0.548,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5
2017-18,26.0,MIL,NBA,SG,75.0,59.0,27.4,2.5,5.7,0.435,1.4,3.6,0.403,1.0,2.1,0.49,0.562,0.5,0.6,0.792,0.1,1.8,1.9,1.3,0.6,0.4,0.5,1.5,6.9
2018-19,27.0,MIL,NBA,SF,74.0,12.0,17.6,2.2,4.9,0.452,1.1,2.8,0.397,1.1,2.1,0.522,0.564,0.5,0.6,0.881,0.4,1.7,2.1,0.9,0.4,0.2,0.3,1.2,6.0
2019-20,28.0,DET,NBA,SF,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0
2020-21,29.0,ATL,NBA,SG,47.0,23.0,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1.0,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6,5.3
2021-22,30.0,POR,NBA,SG,4.0,0.0,7.5,0.5,1.3,0.4,0.5,1.3,0.4,0.0,0.0,,0.6,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.5,1.5
Career,,,NBA,,552.0,298.0,22.3,2.3,5.3,0.433,1.2,3.1,0.397,1.1,2.2,0.483,0.549,0.5,0.6,0.844,0.3,2.0,2.3,1.2,0.5,0.2,0.6,1.4,6.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,229.0,151.0,24.9,2.6,5.8,0.448,1.5,3.6,0.403,1.1,2.2,0.522,0.573,0.5,0.6,0.824,0.3,2.1,2.4,1.1,0.6,0.3,0.5,1.4,7.2
3 seasons,,CHI,NBA,,213.0,67.0,18.5,1.9,4.9,0.396,0.9,2.5,0.351,1.1,2.4,0.442,0.485,0.5,0.6,0.814,0.3,2.0,2.3,0.9,0.4,0.2,0.7,1.3,5.3
1 season,,DET,NBA,,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0
1 season,,ATL,NBA,,47.0,23.0,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1.0,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6,5.3
1 season,,POR,NBA,,4.0,0.0,7.5,0.5,1.3,0.4,0.5,1.3,0.4,0.0,0.0,,0.6,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.5,1.5
