,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,47,25,49,23,6.18,-0.16,6.02,117.6,111.2,96.9,0.222,0.4,0.564,12.2,22.7,0.186,0.531,11.9,79.1,0.186,STAPLES Center,13901
1,Lg Rank,5,25,2,2,2.0,24.0,2.0,4.0,8.0,28.0,27.0,13.0,4.0,14.0,12.0,19.0,8.0,19.0,6.0,10.0,,24
