,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,35,47,37,45,-1.55,0.11,-1.44,106.5,108.0,100.3,0.264,0.329,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,STAPLES Center,776327
1,Lg Rank,21,10,21,21,21.0,10.0,21.0,23.0,12.0,2.0,9.0,17.0,16.0,25.0,7.0,19.0,10.0,23.0,12.0,14.0,,10
