,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,24,Darrell Armstrong,PG,6-0,170,"June 22, 1968",United States,12,Fayetteville State University
1,9,Maceo Baston,PF,6-9,215,"May 29, 1975",United States,1,Michigan
2,6,Marquis Daniels,SG,6-6,200,"January 7, 1981",United States,3,Auburn
3,1,Ike Diogu,PF,6-8,250,"September 11, 1983",United States,1,Arizona State
4,17,Mike Dunleavy,SG,6-9,230,"September 15, 1980",United States,4,Duke
5,10,Jeff Foster,C,6-11,236,"January 16, 1977",United States,7,Texas State University
6,33,Danny Granger,SF,6-9,222,"April 20, 1983",United States,1,"Bradley, New Mexico"
7,5,Orien Greene,SG,6-4,208,"February 4, 1982",United States,1,"Florida, Louisiana"
8,32,Al Harrington,PF,6-9,230,"February 17, 1980",United States,8,
9,13,David Harrison,C,7-0,280,"August 15, 1982",United States,2,Colorado
10,1,Stephen Jackson,SG,6-8,218,"April 5, 1978",United States,6,Butler County Community College
11,3,Sarunas Jasikevicius,SG,6-4,195,"March 5, 1976",Lithuania,1,Maryland
12,2,Rawle Marshall,SG,6-9,190,"February 20, 1982",Guyana,1,"Ball State University, Oakland"
13,20,Keith McLeod,PG,6-2,188,"November 5, 1979",United States,3,Bowling Green
14,3,Troy Murphy,PF,6-11,245,"May 2, 1980",United States,5,Notre Dame
15,7,Jermaine O'Neal,C,6-11,226,"October 13, 1978",United States,10,
16,22,Josh Powell,PF,6-9,225,"January 25, 1983",United States,1,NC State
17,11,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",United States,5,Iowa State
18,4,Shawne Williams,SG,6-9,225,"February 16, 1986",United States,R,Memphis
