,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2967,6725,0.441,606,1582,0.383,2361,5143,0.459,1320,1620,0.815,842,2376,3218,1800,579,255,1149,1888,7860
1,Team/G,,242.1,36.2,82.0,0.441,7.4,19.3,0.383,28.8,62.7,0.459,16.1,19.8,0.815,10.3,29.0,39.2,22.0,7.1,3.1,14.0,23.0,95.9
2,Lg Rank,,10,12,10,15.0,3,4,2.0,26,26,20.0,27,29,2.0,29,26,29,12,26,29,8,26,11
3,Year/Year,,0.3%,5.3%,3.1%,0.009,27.8%,17.7%,0.03,0.8%,-0.6%,0.006,-6.1%,-9.3%,0.028,-3.9%,-3.3%,-3.5%,4.7%,3.8%,-11.5%,-3.6%,4.9%,4.6%
4,Opponent,82.0,19855,2961,6478,0.457,358,1053,0.34,2603,5425,0.48,1691,2193,0.771,935,2613,3548,1732,627,308,1179,1631,7971
5,Opponent/G,,242.1,36.1,79.0,0.457,4.4,12.8,0.34,31.7,66.2,0.48,20.6,26.7,0.771,11.4,31.9,43.3,21.1,7.6,3.8,14.4,19.9,97.2
6,Lg Rank,,10,17,9,26.0,4,5,8.0,24,14,27.0,26,26,25.0,9,26,20,11,11,1,19,29,20
7,Year/Year,,0.3%,1.3%,-1.4%,0.012,-19.2%,-16.2%,-0.013,4.9%,2.1%,0.013,9.1%,7.1%,0.014,-2.5%,2.9%,1.4%,-1.7%,-8.6%,-20.0%,6.9%,-2.3%,1.7%
