Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,19.0,SAS,NBA,SG,6,0,7.3,1.0,1.7,0.6,0.7,1.2,0.571,0.3,0.5,0.667,0.8,0.0,0.0,,0.2,0.7,0.8,0.3,0.5,0.7,0.0,0.5,2.7
Career,,,NBA,,6,0,7.3,1.0,1.7,0.6,0.7,1.2,0.571,0.3,0.5,0.667,0.8,0.0,0.0,,0.2,0.7,0.8,0.3,0.5,0.7,0.0,0.5,2.7
