Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,21.0,TOT,NBA,SG,79.0,27.0,22.8,3.0,7.1,0.431,2.1,5.0,0.422,0.9,2.0,0.453,0.581,0.9,1.2,0.806,0.3,1.4,1.7,1.5,0.5,0.1,0.6,2.0,9.1
2018-19,21.0,PHI,NBA,SG,54.0,4.0,20.5,2.8,6.4,0.441,1.8,4.5,0.404,1.0,1.9,0.529,0.584,0.8,1.0,0.815,0.3,1.2,1.4,1.1,0.4,0.1,0.5,2.0,8.3
2018-19,21.0,LAC,NBA,SG,25.0,23.0,27.8,3.5,8.4,0.414,2.7,6.0,0.45,0.8,2.4,0.322,0.576,1.2,1.6,0.795,0.3,2.0,2.2,2.3,0.5,0.1,0.8,2.0,10.9
2019-20,22.0,LAC,NBA,SG,53.0,30.0,27.4,3.0,7.4,0.404,2.1,5.6,0.375,0.9,1.8,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.7,9.3
2020-21,23.0,BRK,NBA,SG,61.0,12.0,23.0,3.0,7.5,0.408,2.1,5.5,0.387,0.9,2.0,0.463,0.549,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3
2021-22,24.0,PHO,NBA,SG,7.0,0.0,17.0,2.0,4.7,0.424,1.4,3.6,0.4,0.6,1.1,0.5,0.576,1.0,1.3,0.778,0.3,1.7,2.0,1.3,0.1,0.0,0.6,1.3,6.4
Career,,,NBA,,200.0,69.0,23.9,3.0,7.2,0.416,2.1,5.3,0.397,0.9,1.9,0.468,0.561,1.1,1.3,0.832,0.2,1.6,1.8,1.6,0.4,0.2,0.7,2.0,9.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAC,NBA,,78.0,53.0,27.5,3.1,7.7,0.408,2.3,5.7,0.4,0.8,2.0,0.429,0.557,1.2,1.5,0.835,0.2,1.8,2.0,2.0,0.4,0.2,0.8,2.4,9.8
1 season,,BRK,NBA,,61.0,12.0,23.0,3.0,7.5,0.408,2.1,5.5,0.387,0.9,2.0,0.463,0.549,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3
1 season,,PHI,NBA,,54.0,4.0,20.5,2.8,6.4,0.441,1.8,4.5,0.404,1.0,1.9,0.529,0.584,0.8,1.0,0.815,0.3,1.2,1.4,1.1,0.4,0.1,0.5,2.0,8.3
1 season,,PHO,NBA,,7.0,0.0,17.0,2.0,4.7,0.424,1.4,3.6,0.4,0.6,1.1,0.5,0.576,1.0,1.3,0.778,0.3,1.7,2.0,1.3,0.1,0.0,0.6,1.3,6.4
