,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,1,California
1,22,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,6,UCLA
2,30,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,4,LSU
3,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,11,UNC
4,13,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,2,
5,12,Dwight Howard,C,6-10,265,"December 8, 1985",United States,5,
6,8,Anthony Johnson,PG,6-3,190,"October 2, 1974",United States,12,College of Charleston
7,9,Rashard Lewis,PF,6-10,215,"August 8, 1979",United States,11,
8,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,5,Saint Joseph's
9,20,Mickael Pietrus,SF,6-6,215,"February 7, 1982",Guadeloupe,6,
10,7,JJ Redick,SG,6-3,200,"June 24, 1984",United States,3,Duke
11,44,Jason Williams,PG,6-1,190,"November 18, 1975",United States,10,"Marshall, Florida"
