,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Kenny Anderson,PG,6-0,168,"October 9, 1970",United States,13,Georgia Tech
1,4,Maurice Baker,PG,6-1,175,"July 28, 1979",United States,R,Oklahoma State
2,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,5,Duke
3,9,Rick Brunson,PG,6-4,190,"June 14, 1972",United States,7,Temple
4,0,Lionel Chalmers,PG,6-0,180,"November 10, 1980",United States,R,Xavier
5,20,Marko Jaric,PG,6-7,198,"October 12, 1978",Serbia,2,
6,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,1,Central Michigan University
7,30,Kerry Kittles,SG,6-5,179,"June 12, 1974",United States,7,Villanova
8,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,R,
9,50,Corey Maggette,SG,6-6,218,"November 12, 1979",United States,5,Duke
10,15,Darrick Martin,PG,5-11,170,"March 6, 1971",United States,9,UCLA
11,33,Mikki Moore,PF,6-11,225,"November 4, 1975",United States,6,Nebraska
12,34,Mamadou N'Diaye,C,7-0,255,"June 16, 1975",Senegal,4,Auburn
13,22,Kirk Penney,SG,6-5,220,"November 23, 1980",New Zealand,1,Wisconsin
14,11,Zeljko Rebraca,C,7-0,257,"April 9, 1972",Serbia,3,
15,13,Quinton Ross,SG,6-6,195,"April 30, 1981",United States,R,SMU
16,21,Bobby Simmons,SF,6-7,210,"June 2, 1980",United States,3,DePaul
17,54,Chris Wilcox,C,6-10,221,"September 3, 1982",United States,2,Maryland
