,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,56,26,53,29,4.5,-0.42,4.08,110.0,105.2,92.9,0.328,0.287,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,Air Canada Centre,812863
1,Lg Rank,4,27,5,5,5.0,29.0,6.0,5.0,11.0,29.0,3.0,15.0,12.0,7.0,12.0,2.0,14.0,19.0,8.0,10.0,,4
