,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,42,40,41,41,0.04,0.11,0.15,110.3,110.2,98.7,0.299,0.314,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,STAPLES Center,697812
1,Lg Rank,18,13,18,18,18.0,11.0,17.0,8.0,20.0,7.0,2.0,23.0,10.0,16.0,8.0,4.0,12.0,20.0,28.0,22.0,,22
