,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",France,5,"Michigan, San Jose State"
1,11,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,2,"Boston University, Florida International University"
2,44,Shawn Bradley,C,7-6,235,"March 22, 1972",Germany,9,BYU
3,42,Evan Eschmeyer,C,6-11,255,"May 30, 1975",United States,3,Northwestern
4,4,Michael Finley,SF,6-7,215,"March 6, 1973",United States,7,Wisconsin
5,7,Adrian Griffin,SG,6-5,217,"July 4, 1974",United States,3,Seton Hall
6,21,Adam Harrington,SG,6-5,200,"July 5, 1980",United States,R,"NC State, Auburn"
7,6,Avery Johnson,PG,5-10,175,"March 25, 1965",United States,14,"Cameron University, Southern University and A&M College"
8,54,Popeye Jones,PF,6-8,250,"June 17, 1970",United States,9,Murray State
9,45,Raef LaFrentz,C,6-11,240,"May 29, 1976",United States,4,Kansas
10,14,Eduardo Najera,SF,6-8,240,"July 11, 1976",Mexico,2,Oklahoma
11,13,Steve Nash,PG,6-3,195,"February 7, 1974",South Africa,6,Santa Clara
12,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,4,
13,17,Antoine Rigaudeau,SG,6-7,210,"December 17, 1971",France,R,
14,30,Mark Strickland,SF,6-9,210,"July 14, 1970",United States,7,Temple
15,31,Nick Van Exel,SG,6-1,170,"November 27, 1971",United States,9,"Trinity Valley CC, Cincinnati"
16,43,Walt Williams,SF,6-8,219,"April 16, 1970",United States,10,Maryland
