,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Tony Battie,C,6-11,230,"February 11, 1976",United States,12,Texas Tech
1,33,Craig Brackins,PF,6-10,230,"October 9, 1987",United States,R,Iowa State
2,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,11,Duke
3,22,Antonio Daniels,PG,6-4,195,"March 19, 1975",United States,12,Bowling Green
4,0,Spencer Hawes,C,7-1,245,"April 28, 1988",United States,3,Washington
5,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",United States,1,UCLA
6,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,6,Arizona
7,72,Jason Kapono,SF,6-8,213,"February 4, 1981",United States,7,UCLA
8,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",United States,1,Kentucky
9,5,Andres Nocioni,SF,6-7,225,"November 30, 1979",Argentina,6,
10,25,Darius Songaila,C,6-9,248,"February 14, 1978",Lithuania,7,Wake Forest
11,16,Marreese Speights,C,6-10,255,"August 4, 1987",United States,2,Florida
12,12,Evan Turner,SG,6-6,220,"October 27, 1988",United States,R,Ohio State
13,23,Lou Williams,SG,6-1,175,"October 27, 1986",United States,5,
14,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,3,Georgia Tech
