,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,2,Kansas
1,3,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,4,Oregon
2,15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,2,Kentucky
3,0,Toney Douglas,PG,6-2,195,"March 16, 1986",United States,3,"Auburn, Florida State"
4,13,Tyreke Evans,SG,6-6,220,"September 19, 1989",United States,3,Memphis
5,7,Jimmer Fredette,SG,6-2,195,"February 25, 1989",United States,1,BYU
6,32,Francisco Garcia,SG,6-7,195,"December 31, 1981",Dominican Republic,7,Louisville
7,42,Chuck Hayes,C,6-6,240,"June 11, 1983",United States,7,Kentucky
8,9,Tyler Honeycutt,SF,6-8,188,"July 15, 1990",United States,1,UCLA
9,52,James Johnson,SF,6-7,240,"February 20, 1987",United States,3,Wake Forest
10,25,Travis Outlaw,SF,6-9,210,"September 18, 1984",United States,9,
11,9,Patrick Patterson,PF,6-8,235,"March 14, 1989",United States,2,Kentucky
12,0,Thomas Robinson,PF,6-10,237,"March 17, 1991",United States,R,Kansas
13,5,John Salmons,SF,6-7,210,"December 12, 1979",United States,10,Miami (FL)
14,22,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,1,Washington
15,34,Jason Thompson,PF,6-11,250,"July 21, 1986",United States,4,Rider University
16,23,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,3,LSU
