,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,3167,7040,0.45,864,2336,0.37,2303,4704,0.49,1424,1889,0.754,948,2782,3730,1748,562,380,1200,1782,8622
1,Team/G,,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23.0,0.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1
2,Lg Rank,,19,10,8,16.0,5,6,4.0,22,21,15.0,15,14,19.0,4,8,5,21,25,18,17,26,6
3,Year/Year,,-0.3%,-0.3%,-0.1%,-0.001,7.1%,4.7%,0.008,-2.7%,-2.4%,-0.002,11.9%,18.9%,-0.047,7.9%,-3.4%,-0.8%,-2.8%,7.0%,2.1%,7.4%,19.3%,2.3%
4,Opponent,82.0,19805,3146,6945,0.453,700,1888,0.371,2446,5057,0.484,1562,2129,0.734,867,2716,3583,1770,630,424,1088,1597,8554
5,Opponent/G,,241.5,38.4,84.7,0.453,8.5,23.0,0.371,29.8,61.7,0.484,19.0,26.0,0.734,10.6,33.1,43.7,21.6,7.7,5.2,13.3,19.5,104.3
6,Lg Rank,,19,15,14,16.0,15,9,26.0,18,21,12.0,26,27,2.0,15,13,13,11,15,16,25,22,20
7,Year/Year,,-0.3%,0.5%,-2.5%,0.014,33.6%,21.6%,0.033,-6.1%,-9.2%,0.016,20.3%,24.3%,-0.024,-3.9%,-1.4%,-2.0%,6.1%,-3.8%,42.8%,8.9%,4.1%,5.8%
